Equipment ID,Type,cycle_number,gap_days_to_next_checkout,is_last_cycle,label,idle_ratio,utilization,rental_length_days,n_prior_cycles,prior_idle_ratio_mean,prior_utilization_mean,prior_idle_ratio_last,prior_rental_length_mean
EQX1022,Bulldozer,2,14,False,1,0.7356321839080461,0.2875,11,1,0.7142857142857143,0.275,0.7142857142857143,10.0
EQX1022,Bulldozer,3,88,False,1,0.7252747252747253,0.3125,14,2,0.7249589490968802,0.28125,0.7356321839080461,10.5
EQX1022,Bulldozer,4,20,False,1,0.7999999999999999,0.2125,26,3,0.7250642078228285,0.2916666666666667,0.7252747252747253,11.666666666666666
EQX1022,Bulldozer,5,24,False,1,0.717948717948718,0.275,10,4,0.7437981558671214,0.271875,0.7999999999999999,15.25
EQX1022,Bulldozer,6,20,False,1,0.9090909090909091,0.1,27,5,0.7386282682834407,0.2725,0.717948717948718,14.2
EQX1022,Bulldozer,7,3,False,0,0.8452380952380951,0.1625,21,6,0.7670387084180188,0.24375000000000002,0.9090909090909091,16.333333333333332
EQX1022,Bulldozer,8,15,False,1,0.6222222222222222,0.425,23,7,0.7782100493923154,0.23214285714285715,0.8452380952380951,17.0
EQX1022,Bulldozer,9,32,True,,0.6428571428571428,0.5625,19,8,0.7587115709960537,0.25625,0.6222222222222222,17.75
EQX1023,Grader,1,59,False,1,0.6545454545454545,0.31666666666666665,15,0,,,,
EQX1023,Grader,2,5,False,0,0.8253968253968254,0.18333333333333335,15,1,0.6545454545454545,0.31666666666666665,0.6545454545454545,15.0
EQX1023,Grader,3,40,False,1,0.7608695652173914,0.18333333333333335,27,2,0.73997113997114,0.25,0.8253968253968254,15.0
EQX1023,Grader,4,17,False,1,0.8387096774193549,0.16666666666666666,14,3,0.7469372817198904,0.22777777777777777,0.7608695652173914,19.0
EQX1023,Grader,5,13,False,0,0.8135593220338982,0.18333333333333335,23,4,0.7698803806447565,0.2125,0.8387096774193549,17.75
EQX1023,Grader,6,28,False,1,0.8448275862068965,0.15,22,5,0.7786161689225849,0.2066666666666667,0.8135593220338982,18.8
EQX1023,Grader,7,57,True,,0.7868852459016393,0.21666666666666667,26,6,0.7896514051366368,0.19722222222222222,0.8448275862068965,19.333333333333332
EQX1024,Crane,1,13,False,0,0.696551724137931,0.8800000000000001,11,0,,,,
EQX1024,Crane,2,4,False,0,0.6896551724137931,0.36,23,1,0.696551724137931,0.8800000000000001,0.696551724137931,11.0
EQX1024,Crane,3,27,False,1,0.5185185185185185,0.52,22,2,0.693103448275862,0.6200000000000001,0.6896551724137931,17.0
EQX1024,Crane,4,16,False,1,0.5740740740740741,0.45999999999999996,25,3,0.6349084716900809,0.5866666666666668,0.5185185185185185,18.666666666666668
EQX1024,Crane,5,25,False,1,0.4716981132075472,0.5599999999999999,19,4,0.6196998722860791,0.555,0.5740740740740741,20.25
EQX1024,Crane,6,20,False,1,0.78,0.22000000000000003,9,5,0.5900995204703727,0.556,0.4716981132075472,20.0
EQX1024,Crane,7,11,False,0,0.3928571428571429,0.6799999999999999,13,6,0.6217496003919774,0.5,0.78,18.166666666666668
EQX1024,Crane,8,8,False,0,1.0,0.0,17,7,0.5890506778870009,0.5257142857142857,0.3928571428571429,17.428571428571427
EQX1024,Crane,9,73,True,,0.5166666666666667,0.58,19,8,0.6404193431511258,0.45999999999999996,1.0,17.375
EQX1025,Excavator,1,24,False,1,0.8275862068965518,0.1875,13,0,,,,
EQX1025,Excavator,2,3,False,0,0.5853658536585367,0.425,23,1,0.8275862068965518,0.1875,0.8275862068965518,13.0
EQX1025,Excavator,3,18,False,1,0.3888888888888889,0.6875,18,2,0.7064760302775442,0.30625,0.5853658536585367,18.0
EQX1025,Excavator,4,14,False,1,0.7659574468085106,0.275,10,3,0.6006136498146591,0.43333333333333335,0.3888888888888889,18.0
EQX1025,Excavator,5,0,False,0,0.5853658536585367,0.425,23,4,0.641949599063122,0.39375000000000004,0.7659574468085106,16.0
EQX1025,Excavator,6,4,False,0,0.4047619047619047,0.625,18,5,0.6306328499822049,0.4,0.5853658536585367,17.4
EQX1025,Excavator,7,11,False,0,0.5934065934065934,0.4625,27,6,0.5929876924454882,0.4375,0.4047619047619047,17.5
EQX1025,Excavator,8,11,False,0,0.3647058823529412,0.675,29,7,0.5930475354399318,0.44107142857142856,0.5934065934065934,18.857142857142858
EQX1025,Excavator,9,14,False,1,0.4050632911392405,0.5875,28,8,0.564504828804058,0.4703125,0.3647058823529412,20.125
EQX1025,Excavator,10,4,False,0,0.6179775280898876,0.425,16,9,0.5467891023968561,0.4833333333333333,0.4050632911392405,21.0
EQX1025,Excavator,11,32,True,,0.7261904761904763,0.2875,10,10,0.5539079449661592,0.47750000000000004,0.6179775280898876,20.5
EQX1026,Grader,1,1,False,0,0.20895522388059704,0.8833333333333333,19,0,,,,
EQX1026,Grader,2,2,False,0,0.38095238095238093,0.65,12,1,0.20895522388059704,0.8833333333333333,0.20895522388059704,19.0
EQX1026,Grader,3,20,False,1,0.5344827586206896,0.45,15,2,0.294953802416489,0.7666666666666666,0.38095238095238093,15.5
EQX1026,Grader,4,6,False,0,0.2,0.8666666666666667,29,3,0.3747967878178892,0.6611111111111111,0.5344827586206896,15.333333333333334
EQX1026,Grader,5,4,False,0,0.5076923076923077,0.5333333333333333,20,4,0.3310975908634169,0.7125,0.2,18.75
EQX1026,Grader,6,14,False,1,0.6842105263157895,0.6,20,5,0.36641653422919507,0.6766666666666666,0.5076923076923077,19.0
EQX1026,Grader,7,9,False,0,1.0,0.0,16,6,0.4193821995769608,0.6638888888888889,0.6842105263157895,19.166666666666668
EQX1026,Grader,8,20,False,1,0.4576271186440678,0.5333333333333333,9,7,0.5023275996373949,0.569047619047619,1.0,18.714285714285715
EQX1026,Grader,9,12,False,0,0.15873015873015872,0.8833333333333333,28,8,0.4967400395132291,0.5645833333333333,0.4576271186440678,17.5
EQX1026,Grader,10,12,False,0,0.08771929824561403,0.8666666666666667,19,9,0.4591833860928879,0.6000000000000001,0.15873015873015872,18.666666666666668
EQX1026,Grader,11,11,False,0,0.15254237288135591,0.8333333333333334,29,10,0.4220369773081606,0.6266666666666667,0.08771929824561403,18.7
EQX1026,Grader,12,0,False,0,0.3709677419354839,0.65,19,11,0.39753746781481464,0.6454545454545454,0.15254237288135591,19.636363636363637
EQX1026,Grader,13,7,True,,0.12307692307692308,0.9500000000000001,18,12,0.3953233239915371,0.6458333333333334,0.3709677419354839,19.583333333333332
EQX1027,Grader,1,0,False,0,0.4461538461538461,0.6,23,0,,,,
EQX1027,Grader,2,7,False,0,0.5454545454545455,0.5,11,1,0.4461538461538461,0.6,0.4461538461538461,23.0
EQX1027,Grader,3,9,False,0,0.8059701492537313,0.21666666666666667,11,2,0.4958041958041958,0.55,0.5454545454545455,17.0
EQX1027,Grader,4,2,False,0,0.467741935483871,0.5499999999999999,16,3,0.599192846954041,0.4388888888888889,0.8059701492537313,15.0
EQX1027,Grader,5,20,False,1,0.6031746031746031,0.4166666666666667,10,4,0.5663301190864984,0.4666666666666667,0.467741935483871,15.25
EQX1027,Grader,6,27,False,1,0.7272727272727273,0.5499999999999999,17,5,0.5736990159041194,0.45666666666666667,0.6031746031746031,14.2
EQX1027,Grader,7,9,False,0,0.5352112676056338,0.5499999999999999,13,6,0.5992946344655541,0.47222222222222215,0.7272727272727273,14.666666666666666
EQX1027,Grader,8,3,False,0,0.38983050847457623,0.6,28,7,0.5901398677712797,0.48333333333333334,0.5352112676056338,14.428571428571429
EQX1027,Grader,9,36,False,1,0.5,0.5666666666666667,26,8,0.5651011978591918,0.4979166666666667,0.38983050847457623,16.125
EQX1027,Grader,10,2,False,0,0.47887323943661975,0.6166666666666667,15,9,0.5578677314303927,0.5055555555555555,0.5,17.22222222222222
EQX1027,Grader,11,10,False,0,0.8416666666666667,0.31666666666666665,13,10,0.5499682822310155,0.5166666666666666,0.47887323943661975,17.0
EQX1027,Grader,12,0,False,0,0.7230769230769231,0.3,14,11,0.576486317179711,0.4984848484848485,0.8416666666666667,16.636363636363637
EQX1027,Grader,13,7,False,0,0.9448818897637796,0.11666666666666665,14,12,0.5887022010044787,0.48194444444444445,0.7230769230769231,16.416666666666668
EQX1027,Grader,14,1,True,,0.467741935483871,0.5499999999999999,13,13,0.6161006386013479,0.4538461538461538,0.9448818897637796,16.23076923076923
EQX1028,Bulldozer,1,23,False,1,0.8275862068965518,0.1875,24,0,,,,
EQX1028,Bulldozer,2,18,False,1,0.6263736263736264,0.425,28,1,0.8275862068965518,0.1875,0.8275862068965518,24.0
EQX1028,Bulldozer,3,6,False,0,0.5454545454545454,0.5,25,2,0.7269799166350891,0.30625,0.6263736263736264,26.0
EQX1028,Bulldozer,4,2,False,0,0.6823529411764706,0.3375,10,3,0.6664714595749078,0.37083333333333335,0.5454545454545454,25.666666666666668
EQX1028,Bulldozer,5,19,False,1,0.6043956043956045,0.45,17,4,0.6704418299752986,0.3625,0.6823529411764706,21.75
EQX1028,Bulldozer,6,45,False,1,0.9466666666666667,0.05,13,5,0.6572325848593598,0.38,0.6043956043956045,20.8
EQX1028,Bulldozer,7,41,False,1,0.6705882352941177,0.35,17,6,0.705471598493911,0.325,0.9466666666666667,19.5
EQX1028,Bulldozer,8,5,False,0,0.6818181818181818,0.35,26,7,0.7004882608939405,0.32857142857142857,0.6705882352941177,19.142857142857142
EQX1028,Bulldozer,9,64,True,,0.5454545454545454,0.4375,15,8,0.6981545010094706,0.33125,0.6818181818181818,20.0
EQX1029,Excavator,1,33,False,1,0.95,0.05,24,0,,,,
EQX1029,Excavator,2,0,False,0,0.654320987654321,0.35,28,1,0.95,0.05,0.95,24.0
EQX1029,Excavator,3,39,False,1,0.8202247191011235,0.2,16,2,0.8021604938271605,0.19999999999999998,0.654320987654321,26.0
EQX1029,Excavator,4,32,False,1,0.4347826086956522,0.65,13,3,0.8081819022518149,0.19999999999999998,0.8202247191011235,22.666666666666668
EQX1029,Excavator,5,1,False,0,0.7865168539325842,0.2375,11,4,0.7148320788627742,0.3125,0.4347826086956522,20.25
EQX1029,Excavator,6,16,False,1,0.5833333333333334,0.4375,15,5,0.7291690338767362,0.2975,0.7865168539325842,18.4
EQX1029,Excavator,7,45,False,1,0.7142857142857143,0.325,26,6,0.704863083786169,0.32083333333333336,0.5833333333333334,17.833333333333332
EQX1029,Excavator,8,28,False,1,0.47727272727272724,0.575,13,7,0.7062091738575326,0.32142857142857145,0.7142857142857143,19.0
EQX1029,Excavator,9,35,True,,0.5402298850574714,0.5,19,8,0.677592118034432,0.353125,0.47727272727272724,18.25
EQX1030,Bulldozer,1,106,False,1,0.908256880733945,0.125,28,0,,,,
EQX1030,Bulldozer,2,12,False,0,0.9666666666666666,0.0375,14,1,0.908256880733945,0.125,0.908256880733945,28.0
EQX1030,Bulldozer,3,0,False,0,1.0,0.0,27,2,0.9374617737003057,0.08125,0.9666666666666666,21.0
EQX1030,Bulldozer,4,9,False,0,0.9886363636363636,0.0125,18,3,0.9583078491335372,0.05416666666666667,1.0,23.0
EQX1030,Bulldozer,5,36,False,1,1.0,0.0,18,4,0.9658899777592438,0.04375,0.9886363636363636,21.75
EQX1030,Bulldozer,6,18,False,1,1.0,0.0,17,5,0.9727119822073951,0.034999999999999996,1.0,21.0
EQX1030,Bulldozer,7,16,False,1,0.7558139534883721,0.2625,19,6,0.9772599851728292,0.029166666666666664,1.0,20.333333333333332
EQX1030,Bulldozer,8,30,True,,1.0,0.0,19,7,0.9456248377893353,0.0625,0.7558139534883721,20.142857142857142
EQX1031,Bulldozer,1,10,False,0,0.27906976744186046,0.775,22,0,,,,
EQX1031,Bulldozer,2,39,False,1,1.0,0.0,27,1,0.27906976744186046,0.775,0.27906976744186046,22.0
EQX1031,Bulldozer,3,8,False,0,0.7407407407407408,0.2625,22,2,0.6395348837209303,0.3875,1.0,24.5
EQX1031,Bulldozer,4,5,False,0,0.5172413793103449,0.525,24,3,0.6732701693942005,0.3458333333333334,0.7407407407407408,23.666666666666668
EQX1031,Bulldozer,5,15,False,1,0.2727272727272727,0.8,20,4,0.6342629718732365,0.390625,0.5172413793103449,23.75
EQX1031,Bulldozer,6,6,False,0,0.4078947368421053,0.5625,23,5,0.5619558320440439,0.4725,0.2727272727272727,23.0
EQX1031,Bulldozer,7,23,False,1,0.49411764705882355,0.5375,22,6,0.5362789828437208,0.4875,0.4078947368421053,23.0
EQX1031,Bulldozer,8,6,False,0,0.20454545454545453,0.875,19,7,0.5302559348744497,0.4946428571428571,0.49411764705882355,22.857142857142858
EQX1031,Bulldozer,9,0,False,0,0.3333333333333333,0.775,25,8,0.48954212483332527,0.5421875,0.20454545454545453,22.375
EQX1031,Bulldozer,10,24,True,,0.6444444444444444,0.4,13,9,0.47218559244443725,0.5680555555555555,0.3333333333333333,22.666666666666668
EQX1032,Crane,1,2,False,0,0.9052631578947368,0.18,23,0,,,,
EQX1032,Crane,2,0,False,0,0.9473684210526316,0.06,24,1,0.9052631578947368,0.18,0.9052631578947368,23.0
EQX1032,Crane,3,73,False,1,0.9508196721311476,0.06,19,2,0.9263157894736842,0.12,0.9473684210526316,23.5
EQX1032,Crane,4,15,False,1,0.9365079365079365,0.08,16,3,0.9344837503595054,0.09999999999999999,0.9508196721311476,22.0
EQX1032,Crane,5,28,False,1,0.7540983606557377,0.3,12,4,0.9349897968966131,0.095,0.9365079365079365,20.5
EQX1032,Crane,6,0,False,0,0.8775510204081634,0.12,12,5,0.898811509648438,0.13599999999999998,0.7540983606557377,18.8
EQX1032,Crane,7,3,False,0,1.0,0.0,25,6,0.895268094775059,0.13333333333333333,0.8775510204081634,17.666666666666668
EQX1032,Crane,8,14,False,1,0.8113207547169812,0.2,13,7,0.9102297955214791,0.1142857142857143,1.0,18.714285714285715
EQX1032,Crane,9,42,True,,0.6721311475409836,0.4,20,8,0.8978661654209168,0.125,0.8113207547169812,18.0
EQX1033,Crane,1,11,False,0,0.5535714285714286,0.5,14,0,,,,
EQX1033,Crane,2,28,False,1,0.5740740740740741,0.45999999999999996,27,1,0.5535714285714286,0.5,0.5535714285714286,14.0
EQX1033,Crane,3,13,False,0,0.679245283018868,0.33999999999999997,26,2,0.5638227513227514,0.48,0.5740740740740741,20.5
EQX1033,Crane,4,50,False,1,1.0,0.0,19,3,0.6022969285547902,0.4333333333333333,0.679245283018868,22.333333333333332
EQX1033,Crane,5,13,False,0,0.559322033898305,0.52,10,4,0.7017226964160926,0.32499999999999996,1.0,21.5
EQX1033,Crane,6,28,False,1,0.8367346938775511,0.16,13,5,0.6732425639125351,0.364,0.559322033898305,19.2
EQX1033,Crane,7,23,False,1,0.4807692307692307,0.54,16,6,0.7004912522400377,0.33,0.8367346938775511,18.166666666666668
EQX1033,Crane,8,19,False,1,0.5076923076923077,0.64,22,7,0.6691023920299225,0.36,0.4807692307692307,17.857142857142858
EQX1033,Crane,9,29,True,,0.5283018867924528,0.5,26,8,0.6489261314877206,0.395,0.5076923076923077,18.375
EQX1034,Bulldozer,1,9,False,0,0.654320987654321,0.35,23,0,,,,
EQX1034,Bulldozer,2,6,False,0,0.7499999999999999,0.275,14,1,0.654320987654321,0.35,0.654320987654321,23.0
EQX1034,Bulldozer,3,29,False,1,0.8214285714285714,0.1875,12,2,0.7021604938271604,0.3125,0.7499999999999999,18.5
EQX1034,Bulldozer,4,26,False,1,0.9285714285714285,0.075,15,3,0.7419165196942975,0.2708333333333333,0.8214285714285714,16.333333333333332
EQX1034,Bulldozer,5,9,False,0,0.810126582278481,0.1875,25,4,0.7885802469135802,0.221875,0.9285714285714285,16.0
EQX1034,Bulldozer,6,11,False,0,0.8045977011494253,0.2125,10,5,0.7928895139865604,0.215,0.810126582278481,17.8
EQX1034,Bulldozer,7,79,False,1,0.7741935483870968,0.2625,11,6,0.7948408785137046,0.21458333333333335,0.8045977011494253,16.5
EQX1034,Bulldozer,8,65,True,,0.7777777777777778,0.225,19,7,0.7918912599241892,0.22142857142857145,0.7741935483870968,15.714285714285714
EQX1035,Crane,1,16,False,1,0.7307692307692308,0.27999999999999997,28,0,,,,
EQX1035,Crane,2,14,False,1,0.6538461538461539,0.36,21,1,0.7307692307692308,0.27999999999999997,0.7307692307692308,28.0
EQX1035,Crane,3,16,False,1,0.29411764705882354,0.72,28,2,0.6923076923076923,0.31999999999999995,0.6538461538461539,24.5
EQX1035,Crane,4,13,False,0,0.7307692307692307,0.7,22,3,0.5595776772247361,0.4533333333333333,0.29411764705882354,25.666666666666668
EQX1035,Crane,5,22,False,1,0.2727272727272727,0.8,18,4,0.6023755656108598,0.5149999999999999,0.7307692307692307,24.75
EQX1035,Crane,6,4,False,0,0.5686274509803921,0.44000000000000006,26,5,0.5364459070341423,0.572,0.2727272727272727,23.4
EQX1035,Crane,7,31,False,1,0.9454545454545454,0.06,24,6,0.5418094976918506,0.5499999999999999,0.5686274509803921,23.833333333333332
EQX1035,Crane,8,23,False,1,0.1129032258064516,1.1,20,7,0.5994730759436642,0.48,0.9454545454545454,23.857142857142858
EQX1035,Crane,9,6,False,0,0.44827586206896547,0.64,9,8,0.5386518446765126,0.5575,0.1129032258064516,23.375
EQX1035,Crane,10,23,True,,0.3859649122807018,0.7,17,9,0.5286100688312296,0.5666666666666667,0.44827586206896547,21.77777777777778
EQX1036,Bulldozer,1,4,False,0,0.7325581395348837,0.2875,11,0,,,,
EQX1036,Bulldozer,2,26,False,1,0.5348837209302325,0.5,17,1,0.7325581395348837,0.2875,0.7325581395348837,11.0
EQX1036,Bulldozer,3,6,False,0,0.6818181818181818,0.35,25,2,0.6337209302325582,0.39375,0.5348837209302325,14.0
EQX1036,Bulldozer,4,5,False,0,0.4382022471910112,0.625,27,3,0.649753347427766,0.37916666666666665,0.6818181818181818,17.666666666666668
EQX1036,Bulldozer,5,32,False,1,0.33333333333333337,0.725,24,4,0.5968655723685773,0.440625,0.4382022471910112,20.0
EQX1036,Bulldozer,6,11,False,0,0.4367816091954023,0.6125,16,5,0.5441591245615285,0.49749999999999994,0.33333333333333337,20.8
EQX1036,Bulldozer,7,3,False,0,0.8174603174603174,0.2875,25,6,0.5262628720005075,0.5166666666666667,0.4367816091954023,20.0
EQX1036,Bulldozer,8,14,False,1,0.49411764705882355,0.5375,18,7,0.5678625070661946,0.48392857142857143,0.8174603174603174,20.714285714285715
EQX1036,Bulldozer,9,14,False,1,0.7613636363636364,0.2625,13,8,0.5586443995652732,0.490625,0.49411764705882355,20.375
EQX1036,Bulldozer,10,19,False,1,0.5,0.575,24,9,0.5811687592095358,0.4652777777777778,0.7613636363636364,19.555555555555557
EQX1036,Bulldozer,11,27,True,,0.6363636363636364,0.35,27,10,0.5730518832885823,0.47625,0.5,20.0
EQX1037,Grader,1,33,False,1,0.7391304347826086,0.3,18,0,,,,
EQX1037,Grader,2,15,False,1,0.75,0.2833333333333333,20,1,0.7391304347826086,0.3,0.7391304347826086,18.0
EQX1037,Grader,3,1,False,0,0.34782608695652173,0.75,14,2,0.7445652173913043,0.29166666666666663,0.75,19.0
EQX1037,Grader,4,9,False,0,0.6571428571428571,0.39999999999999997,27,3,0.6123188405797101,0.4444444444444444,0.34782608695652173,17.333333333333332
EQX1037,Grader,5,19,False,1,0.640625,0.3833333333333333,27,4,0.6235248447204969,0.4333333333333333,0.6571428571428571,19.75
EQX1037,Grader,6,8,False,0,0.625,0.45,20,5,0.6269448757763975,0.42333333333333334,0.640625,21.2
EQX1037,Grader,7,23,False,1,0.9516129032258065,0.049999999999999996,10,6,0.6266207298136646,0.42777777777777776,0.625,21.0
EQX1037,Grader,8,10,False,0,0.7761194029850746,0.25,13,7,0.6730481831582563,0.3738095238095238,0.9516129032258065,19.428571428571427
EQX1037,Grader,9,36,False,1,0.5949367088607594,0.5333333333333333,29,8,0.6859320856366086,0.35833333333333334,0.7761194029850746,18.625
EQX1037,Grader,10,4,False,0,0.6086956521739131,0.45,15,9,0.6758214882170699,0.37777777777777777,0.5949367088607594,19.77777777777778
EQX1037,Grader,11,14,True,,0.703125,0.31666666666666665,12,10,0.6691089046127541,0.385,0.6086956521739131,19.3
EQX1038,Crane,1,8,False,0,0.509090909090909,0.54,28,0,,,,
EQX1038,Crane,2,8,False,0,1.0,0.0,14,1,0.509090909090909,0.54,0.509090909090909,28.0
EQX1038,Crane,3,3,False,0,0.6981132075471698,0.32,13,2,0.7545454545454545,0.27,1.0,21.0
EQX1038,Crane,4,0,False,0,0.8913043478260869,0.2,12,3,0.7357347055460263,0.2866666666666667,0.6981132075471698,18.333333333333332
EQX1038,Crane,5,5,False,0,0.7333333333333334,0.32,26,4,0.7746271161160414,0.265,0.8913043478260869,16.75
EQX1038,Crane,6,31,False,1,0.8640776699029126,0.27999999999999997,19,5,0.7663683595594998,0.276,0.7333333333333334,18.6
EQX1038,Crane,7,7,False,0,0.375,0.6,23,6,0.7826532446167352,0.27666666666666667,0.8640776699029126,18.666666666666668
EQX1038,Crane,8,5,False,0,0.9702970297029703,0.06,14,7,0.7244170668143445,0.32285714285714284,0.375,19.285714285714285
EQX1038,Crane,9,4,False,0,0.9464285714285715,0.06,25,8,0.7551520621754227,0.29,0.9702970297029703,18.625
EQX1038,Crane,10,17,False,1,0.6346153846153847,0.38,16,9,0.7764050076479948,0.2644444444444444,0.9464285714285715,19.333333333333332
EQX1038,Crane,11,3,False,0,0.62,0.38,15,10,0.7622260453447338,0.27599999999999997,0.6346153846153847,19.0
EQX1038,Crane,12,19,False,1,0.36734693877551017,0.62,20,11,0.749296404858849,0.28545454545454546,0.62,18.636363636363637
EQX1038,Crane,13,9,True,,0.8688524590163935,0.16,11,12,0.7174672826852374,0.3133333333333333,0.36734693877551017,18.75
EQX1039,Grader,1,38,False,1,0.8095238095238095,0.19999999999999998,21,0,,,,
EQX1039,Grader,2,49,False,1,0.3134328358208956,0.7666666666666666,20,1,0.8095238095238095,0.19999999999999998,0.8095238095238095,21.0
EQX1039,Grader,3,31,False,1,0.5,0.5499999999999999,22,2,0.5614783226723525,0.4833333333333333,0.3134328358208956,20.5
EQX1039,Grader,4,5,False,0,0.3015873015873015,0.7333333333333334,20,3,0.540985548448235,0.5055555555555555,0.5,21.0
EQX1039,Grader,5,21,False,1,0.5072463768115941,0.5666666666666667,15,4,0.4811359867330016,0.5625,0.3015873015873015,20.75
EQX1039,Grader,6,8,False,0,0.5441176470588235,0.5166666666666667,13,5,0.4863580647487201,0.5633333333333332,0.5072463768115941,19.6
EQX1039,Grader,7,39,False,1,0.8833333333333333,0.11666666666666665,28,6,0.495984661800404,0.5555555555555555,0.5441176470588235,18.5
EQX1039,Grader,8,41,True,,0.7704918032786886,0.2333333333333333,18,7,0.5513201863051082,0.4928571428571428,0.8833333333333333,19.857142857142858
EQX1040,Excavator,1,1,False,0,0.7613636363636364,0.2625,12,0,,,,
EQX1040,Excavator,2,8,False,0,0.8804347826086957,0.1375,26,1,0.7613636363636364,0.2625,0.7613636363636364,12.0
EQX1040,Excavator,3,13,False,0,0.9764705882352942,0.025,17,2,0.820899209486166,0.2,0.8804347826086957,19.0
EQX1040,Excavator,4,2,False,0,0.85,0.15,17,3,0.8727563357358754,0.1416666666666667,0.9764705882352942,18.333333333333332
EQX1040,Excavator,5,41,False,1,1.0,0.0,11,4,0.8670672518019066,0.14375,0.85,18.0
EQX1040,Excavator,6,4,False,0,0.9887640449438203,0.0125,20,5,0.8936538014415252,0.11499999999999999,1.0,16.6
EQX1040,Excavator,7,62,False,1,0.6785714285714286,0.3375,17,6,0.9095055086919078,0.09791666666666667,0.9887640449438203,17.166666666666668
EQX1040,Excavator,8,32,False,1,1.0,0.0,14,7,0.8765149258175536,0.13214285714285715,0.6785714285714286,17.142857142857142
EQX1040,Excavator,9,16,False,1,1.0,0.0,9,8,0.8919505600903594,0.115625,1.0,16.75
EQX1040,Excavator,10,121,True,,0.839080459770115,0.175,13,9,0.9039560534136528,0.10277777777777779,1.0,15.88888888888889
EQX1041,Grader,1,1,False,0,0.8412698412698413,0.16666666666666666,28,0,,,,
EQX1041,Grader,2,21,False,1,0.7285714285714285,0.31666666666666665,13,1,0.8412698412698413,0.16666666666666666,0.8412698412698413,28.0
EQX1041,Grader,3,17,False,1,0.7301587301587301,0.5666666666666667,29,2,0.7849206349206349,0.24166666666666664,0.7285714285714285,20.5
EQX1041,Grader,4,31,False,1,0.9264705882352942,0.08333333333333333,9,3,0.7666666666666666,0.3499999999999999,0.7301587301587301,23.333333333333332
EQX1041,Grader,5,16,False,1,0.8130841121495327,0.3333333333333333,26,4,0.8066176470588236,0.2833333333333333,0.9264705882352942,19.75
EQX1041,Grader,6,45,False,1,1.0,0.0,10,5,0.8079109400769653,0.29333333333333333,0.8130841121495327,21.0
EQX1041,Grader,7,5,False,0,0.8805970149253731,0.13333333333333333,22,6,0.839925783397471,0.24444444444444444,1.0,19.166666666666668
EQX1041,Grader,8,144,True,,0.8307692307692308,0.18333333333333335,20,7,0.8457359593300285,0.22857142857142856,0.8805970149253731,19.571428571428573
EQX1042,Crane,1,59,False,1,0.7090909090909091,0.32,21,0,,,,
EQX1042,Crane,2,9,False,0,0.7325581395348837,0.45999999999999996,18,1,0.7090909090909091,0.32,0.7090909090909091,21.0
EQX1042,Crane,3,2,False,0,0.8214285714285714,0.2,26,2,0.7208245243128963,0.39,0.7325581395348837,19.5
EQX1042,Crane,4,51,False,1,0.6808510638297872,0.3,16,3,0.7543592066847881,0.32666666666666666,0.8214285714285714,21.666666666666668
EQX1042,Crane,5,15,False,1,0.4210526315789474,0.6599999999999999,20,4,0.7359821709710379,0.32,0.6808510638297872,20.25
EQX1042,Crane,6,20,False,1,0.847457627118644,0.18,29,5,0.6729962630926198,0.388,0.4210526315789474,20.2
EQX1042,Crane,7,3,False,0,0.52,0.48,16,6,0.7020731570969572,0.35333333333333333,0.847457627118644,21.666666666666668
EQX1042,Crane,8,22,True,,0.5084745762711864,0.58,24,7,0.676062706083106,0.37142857142857144,0.52,20.857142857142858
EQX1043,Grader,1,5,False,0,0.01754385964912281,0.9333333333333332,11,0,,,,
EQX1043,Grader,2,5,False,0,0.047619047619047616,1.0,14,1,0.01754385964912281,0.9333333333333332,0.01754385964912281,11.0
EQX1043,Grader,3,1,False,0,0.0923076923076923,0.9833333333333334,26,2,0.03258145363408521,0.9666666666666666,0.047619047619047616,12.5
EQX1043,Grader,4,8,False,0,0.06896551724137931,0.9,16,3,0.05249019985862091,0.9722222222222222,0.0923076923076923,17.0
EQX1043,Grader,5,20,False,1,0.016949152542372885,0.9666666666666667,25,4,0.056609029204310504,0.9541666666666666,0.06896551724137931,16.75
EQX1043,Grader,6,3,False,0,0.17142857142857143,0.9666666666666667,12,5,0.04867705387192298,0.9566666666666667,0.016949152542372885,18.4
EQX1043,Grader,7,16,False,1,0.20967741935483872,0.8166666666666668,18,6,0.06913564013136439,0.9583333333333334,0.17142857142857143,17.333333333333332
EQX1043,Grader,8,2,False,0,0.01639344262295082,1.0,13,7,0.0892130371632893,0.9380952380952381,0.20967741935483872,17.428571428571427
EQX1043,Grader,9,9,False,0,0.08571428571428572,1.0666666666666667,12,8,0.08011058784574698,0.9458333333333333,0.01639344262295082,16.875
EQX1043,Grader,10,4,False,0,0.034482758620689655,0.9333333333333332,23,9,0.08073322094225129,0.9592592592592593,0.08571428571428572,16.333333333333332
EQX1043,Grader,11,14,False,1,0.11475409836065573,0.9,20,10,0.07610817471009512,0.9566666666666667,0.034482758620689655,17.0
EQX1043,Grader,12,1,False,0,0.6923076923076923,0.3333333333333333,15,11,0.07962144049650972,0.9515151515151515,0.11475409836065573,17.272727272727273
EQX1043,Grader,13,0,False,0,0.0923076923076923,0.9833333333333334,26,12,0.1306786281474416,0.9,0.6923076923076923,17.083333333333332
