Equipment ID,Type,Customer ID,Site ID,cycle_number,health_score,is_anomaly_pred,hard_rules,reasons,is_anomaly_ground_truth
EQX1027,Grader,CUST13,S001,2,100,False,,,False
EQX1027,Grader,CUST02,S006,3,60,False,,High idle ratio (81% > 55% threshold) | Low utilization (engine 1.3 hrs/day < 6 expected),False
EQX1027,Grader,CUST04,S002,4,100,False,,,False
EQX1027,Grader,CUST12,S003,5,60,False,,High idle ratio (60% > 55% threshold) | Low utilization (engine 2.5 hrs/day < 6 expected),False
EQX1027,Grader,CUST07,S004,6,55,True,,High idle ratio (73% > 55% threshold) | Severe idle time (8.8 idle hrs/day),True
EQX1027,Grader,CUST08,S005,7,100,False,,,False
EQX1027,Grader,CUST12,S002,8,100,False,,,False
EQX1027,Grader,CUST10,S001,9,100,False,,,False
EQX1027,Grader,CUST11,S003,10,100,False,,,False
EQX1027,Grader,CUST05,S004,11,40,True,,High idle ratio (84% > 55% threshold) | Severe idle time (10.1 idle hrs/day) | Low utilization (engine 1.9 hrs/day < 6 expected),True
EQX1027,Grader,CUST14,S005,12,60,False,,High idle ratio (72% > 55% threshold) | Low utilization (engine 1.8 hrs/day < 6 expected),False
EQX1027,Grader,CUST06,S005,13,40,True,,High idle ratio (94% > 55% threshold) | Severe idle time (12.0 idle hrs/day) | Low utilization (engine 0.7 hrs/day < 6 expected),True
EQX1027,Grader,CUST12,S006,14,100,False,,,False
EQX1028,Bulldozer,CUST16,S002,1,60,False,,High idle ratio (83% > 60% threshold) | Low utilization (engine 1.5 hrs/day < 8 expected),False
EQX1028,Bulldozer,CUST07,S001,2,60,False,,High idle ratio (63% > 60% threshold) | Low utilization (engine 3.4 hrs/day < 8 expected),False
EQX1028,Bulldozer,CUST11,S005,3,100,False,,,False
EQX1028,Bulldozer,CUST03,S004,4,60,False,,High idle ratio (68% > 60% threshold) | Low utilization (engine 2.7 hrs/day < 8 expected),False
EQX1028,Bulldozer,CUST03,S003,5,60,False,,High idle ratio (60% > 60% threshold) | Low utilization (engine 3.6 hrs/day < 8 expected),False
EQX1028,Bulldozer,CUST18,S004,6,60,False,,High idle ratio (95% > 60% threshold) | Low utilization (engine 0.4 hrs/day < 8 expected),False
EQX1028,Bulldozer,CUST13,S001,7,60,False,,High idle ratio (67% > 60% threshold) | Low utilization (engine 2.8 hrs/day < 8 expected),False
EQX1028,Bulldozer,CUST13,S004,8,60,False,,High idle ratio (68% > 60% threshold) | Low utilization (engine 2.8 hrs/day < 8 expected),False
EQX1028,Bulldozer,CUST08,S001,9,85,False,,Low utilization (engine 3.5 hrs/day < 8 expected),False
EQX1029,Excavator,CUST04,S002,1,60,False,,High idle ratio (95% > 60% threshold) | Low utilization (engine 0.4 hrs/day < 8 expected),False
EQX1029,Excavator,CUST06,S005,2,60,False,,High idle ratio (65% > 60% threshold) | Low utilization (engine 2.8 hrs/day < 8 expected),False
EQX1029,Excavator,CUST15,S004,3,60,False,,High idle ratio (82% > 60% threshold) | Low utilization (engine 1.6 hrs/day < 8 expected),False
EQX1029,Excavator,CUST16,S003,4,100,False,,,False
EQX1029,Excavator,CUST08,S001,5,60,False,,High idle ratio (79% > 60% threshold) | Low utilization (engine 1.9 hrs/day < 8 expected),False
EQX1029,Excavator,CUST17,S004,6,85,False,,Low utilization (engine 3.5 hrs/day < 8 expected),False
EQX1029,Excavator,CUST04,S001,7,60,False,,High idle ratio (71% > 60% threshold) | Low utilization (engine 2.6 hrs/day < 8 expected),False
EQX1029,Excavator,CUST17,S002,8,100,False,,,False
EQX1029,Excavator,CUST12,S005,9,100,False,,,False
EQX1030,Bulldozer,CUST06,S001,1,40,True,,High idle ratio (91% > 60% threshold) | Severe idle time (9.9 idle hrs/day) | Low utilization (engine 1.0 hrs/day < 8 expected),True
EQX1030,Bulldozer,CUST03,S003,2,40,True,,High idle ratio (97% > 60% threshold) | Severe idle time (8.7 idle hrs/day) | Low utilization (engine 0.3 hrs/day < 8 expected),False
EQX1030,Bulldozer,CUST05,S006,3,60,False,,High idle ratio (100% > 60% threshold) | Low utilization (engine 0.0 hrs/day < 8 expected),False
EQX1030,Bulldozer,CUST11,S005,4,40,True,,High idle ratio (99% > 60% threshold) | Severe idle time (8.7 idle hrs/day) | Low utilization (engine 0.1 hrs/day < 8 expected),False
EQX1030,Bulldozer,CUST01,S006,5,40,True,,High idle ratio (100% > 60% threshold) | Severe idle time (8.9 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 8 expected),False
EQX1030,Bulldozer,CUST15,S006,6,60,False,,High idle ratio (100% > 60% threshold) | Low utilization (engine 0.0 hrs/day < 8 expected),False
EQX1030,Bulldozer,CUST08,S002,7,60,False,,High idle ratio (76% > 60% threshold) | Low utilization (engine 2.1 hrs/day < 8 expected),False
EQX1030,Bulldozer,CUST03,S002,8,40,True,,High idle ratio (100% > 60% threshold) | Severe idle time (8.7 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 8 expected),False
EQX1031,Bulldozer,CUST03,S002,1,100,False,,,False
EQX1031,Bulldozer,CUST02,S005,2,40,True,,High idle ratio (100% > 60% threshold) | Severe idle time (11.4 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 8 expected),True
EQX1031,Bulldozer,CUST04,S002,3,60,False,,High idle ratio (74% > 60% threshold) | Low utilization (engine 2.1 hrs/day < 8 expected),False
EQX1031,Bulldozer,CUST01,S002,4,100,False,,,False
EQX1031,Bulldozer,CUST15,S004,5,100,False,,,False
EQX1031,Bulldozer,CUST18,S004,6,100,False,,,False
EQX1031,Bulldozer,CUST18,S003,7,100,False,,,False
EQX1031,Bulldozer,CUST04,S003,8,100,False,,,False
EQX1031,Bulldozer,CUST09,S005,9,100,False,,,False
EQX1031,Bulldozer,CUST02,S005,10,60,False,,High idle ratio (64% > 60% threshold) | Low utilization (engine 3.2 hrs/day < 8 expected),False
EQX1032,Crane,CUST15,S001,1,40,True,,High idle ratio (91% > 50% threshold) | Severe idle time (8.6 idle hrs/day) | Low utilization (engine 0.9 hrs/day < 5 expected),True
EQX1032,Crane,CUST10,S004,2,60,False,,High idle ratio (95% > 50% threshold) | Low utilization (engine 0.3 hrs/day < 5 expected),False
EQX1032,Crane,CUST12,S004,3,60,False,,High idle ratio (95% > 50% threshold) | Low utilization (engine 0.3 hrs/day < 5 expected),False
EQX1032,Crane,CUST05,S004,4,60,False,,High idle ratio (94% > 50% threshold) | Low utilization (engine 0.4 hrs/day < 5 expected),False
EQX1032,Crane,CUST13,S003,5,60,False,,High idle ratio (75% > 50% threshold) | Low utilization (engine 1.5 hrs/day < 5 expected),False
EQX1032,Crane,CUST15,S005,6,60,False,,High idle ratio (88% > 50% threshold) | Low utilization (engine 0.6 hrs/day < 5 expected),False
EQX1032,Crane,CUST02,S005,7,60,False,,High idle ratio (100% > 50% threshold) | Low utilization (engine 0.0 hrs/day < 5 expected),False
EQX1032,Crane,CUST15,S004,8,60,False,,High idle ratio (81% > 50% threshold) | Low utilization (engine 1.0 hrs/day < 5 expected),False
EQX1032,Crane,CUST15,S006,9,60,False,,High idle ratio (67% > 50% threshold) | Low utilization (engine 2.0 hrs/day < 5 expected),False
EQX1033,Crane,CUST07,S002,1,75,False,,High idle ratio (55% > 50% threshold),False
EQX1033,Crane,CUST17,S006,2,60,False,,High idle ratio (57% > 50% threshold) | Low utilization (engine 2.3 hrs/day < 5 expected),False
EQX1033,Crane,CUST09,S001,3,60,False,,High idle ratio (68% > 50% threshold) | Low utilization (engine 1.7 hrs/day < 5 expected),False
EQX1033,Crane,CUST02,S001,4,40,True,,High idle ratio (100% > 50% threshold) | Severe idle time (10.6 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 5 expected),True
EQX1033,Crane,CUST16,S002,5,75,False,,High idle ratio (56% > 50% threshold),False
EQX1033,Crane,CUST13,S005,6,60,False,,High idle ratio (84% > 50% threshold) | Low utilization (engine 0.8 hrs/day < 5 expected),False
EQX1033,Crane,CUST08,S003,7,100,False,,,False
EQX1033,Crane,CUST17,S001,8,15,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-11-10, 51d overdue) | Penalty charged | High idle ratio (51% > 50% threshold)",True
EQX1033,Crane,CUST05,S005,9,75,False,,High idle ratio (53% > 50% threshold),False
EQX1034,Bulldozer,CUST16,S003,1,60,False,,High idle ratio (65% > 60% threshold) | Low utilization (engine 2.8 hrs/day < 8 expected),False
EQX1034,Bulldozer,CUST08,S003,2,60,False,,High idle ratio (75% > 60% threshold) | Low utilization (engine 2.2 hrs/day < 8 expected),False
EQX1034,Bulldozer,CUST17,S002,3,60,False,,High idle ratio (82% > 60% threshold) | Low utilization (engine 1.5 hrs/day < 8 expected),False
EQX1034,Bulldozer,CUST03,S006,4,60,False,,High idle ratio (93% > 60% threshold) | Low utilization (engine 0.6 hrs/day < 8 expected),False
EQX1034,Bulldozer,CUST10,S005,5,60,False,,High idle ratio (81% > 60% threshold) | Low utilization (engine 1.5 hrs/day < 8 expected),False
EQX1034,Bulldozer,CUST03,S005,6,60,False,,High idle ratio (80% > 60% threshold) | Low utilization (engine 1.7 hrs/day < 8 expected),False
EQX1034,Bulldozer,CUST07,S005,7,60,False,,High idle ratio (77% > 60% threshold) | Low utilization (engine 2.1 hrs/day < 8 expected),False
EQX1034,Bulldozer,CUST10,S003,8,60,False,,High idle ratio (78% > 60% threshold) | Low utilization (engine 1.8 hrs/day < 8 expected),False
EQX1035,Crane,CUST11,S002,1,60,False,,High idle ratio (73% > 50% threshold) | Low utilization (engine 1.4 hrs/day < 5 expected),False
EQX1035,Crane,CUST11,S001,2,60,False,,High idle ratio (65% > 50% threshold) | Low utilization (engine 1.8 hrs/day < 5 expected),False
EQX1035,Crane,CUST05,S003,3,100,False,,,False
EQX1035,Crane,CUST18,,4,15,True,no_site|no_operator,No site assigned | No operator assigned | High idle ratio (73% > 50% threshold) | Severe idle time (9.5 idle hrs/day),True
EQX1035,Crane,CUST15,S004,5,100,False,,,False
EQX1035,Crane,CUST11,S004,6,60,False,,High idle ratio (57% > 50% threshold) | Low utilization (engine 2.2 hrs/day < 5 expected),False
EQX1035,Crane,CUST04,,7,20,True,no_site|no_operator,No site assigned | No operator assigned | High idle ratio (95% > 50% threshold) | Low utilization (engine 0.3 hrs/day < 5 expected),True
EQX1035,Crane,CUST16,S006,8,100,False,,,False
EQX1035,Crane,CUST09,S003,9,100,False,,,False
EQX1035,Crane,CUST07,S005,10,100,False,,,False
EQX1036,Bulldozer,CUST10,S004,1,60,False,,High idle ratio (73% > 60% threshold) | Low utilization (engine 2.3 hrs/day < 8 expected),False
EQX1036,Bulldozer,CUST10,S004,2,100,False,,,False
EQX1036,Bulldozer,CUST06,S006,3,60,False,,High idle ratio (68% > 60% threshold) | Low utilization (engine 2.8 hrs/day < 8 expected),False
EQX1036,Bulldozer,CUST12,S004,4,100,False,,,False
EQX1036,Bulldozer,CUST02,S001,5,100,False,,,False
EQX1036,Bulldozer,CUST17,S001,6,100,False,,,False
EQX1036,Bulldozer,CUST07,,7,0,True,no_site|no_operator,No site assigned | No operator assigned | High idle ratio (82% > 60% threshold) | Severe idle time (10.3 idle hrs/day) | Low utilization (engine 2.3 hrs/day < 8 expected),True
EQX1036,Bulldozer,CUST13,S001,8,100,False,,,False
EQX1036,Bulldozer,CUST03,S004,9,60,False,,High idle ratio (76% > 60% threshold) | Low utilization (engine 2.1 hrs/day < 8 expected),False
EQX1036,Bulldozer,CUST06,S006,10,100,False,,,False
EQX1036,Bulldozer,CUST09,S006,11,60,False,,High idle ratio (64% > 60% threshold) | Low utilization (engine 2.8 hrs/day < 8 expected),False
EQX1037,Grader,CUST13,S001,1,60,False,,High idle ratio (74% > 55% threshold) | Low utilization (engine 1.8 hrs/day < 6 expected),False
EQX1037,Grader,CUST16,S002,2,60,False,,High idle ratio (75% > 55% threshold) | Low utilization (engine 1.7 hrs/day < 6 expected),False
EQX1037,Grader,CUST11,S005,3,100,False,,,False
EQX1037,Grader,CUST01,S001,4,60,False,,High idle ratio (66% > 55% threshold) | Low utilization (engine 2.4 hrs/day < 6 expected),False
EQX1037,Grader,CUST12,S001,5,60,False,,High idle ratio (64% > 55% threshold) | Low utilization (engine 2.3 hrs/day < 6 expected),False
EQX1037,Grader,CUST17,S001,6,60,False,,High idle ratio (62% > 55% threshold) | Low utilization (engine 2.7 hrs/day < 6 expected),False
EQX1037,Grader,CUST13,S003,7,60,False,,High idle ratio (95% > 55% threshold) | Low utilization (engine 0.3 hrs/day < 6 expected),False
EQX1037,Grader,CUST17,S006,8,60,False,,High idle ratio (78% > 55% threshold) | Low utilization (engine 1.5 hrs/day < 6 expected),False
EQX1037,Grader,CUST17,S003,9,15,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-10-24, 68d overdue) | Penalty charged | High idle ratio (59% > 55% threshold)",True
EQX1037,Grader,CUST03,S006,10,60,False,,High idle ratio (61% > 55% threshold) | Low utilization (engine 2.7 hrs/day < 6 expected),False
EQX1037,Grader,CUST15,S004,11,60,False,,High idle ratio (70% > 55% threshold) | Low utilization (engine 1.9 hrs/day < 6 expected),False
EQX1038,Crane,CUST05,S003,1,75,False,,High idle ratio (51% > 50% threshold),False
EQX1038,Crane,CUST12,S004,2,40,True,,High idle ratio (100% > 50% threshold) | Severe idle time (9.8 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 5 expected),True
EQX1038,Crane,CUST17,S004,3,60,False,,High idle ratio (70% > 50% threshold) | Low utilization (engine 1.6 hrs/day < 5 expected),False
EQX1038,Crane,CUST15,S006,4,60,False,,High idle ratio (89% > 50% threshold) | Low utilization (engine 1.0 hrs/day < 5 expected),True
EQX1038,Crane,CUST18,S005,5,60,False,,High idle ratio (73% > 50% threshold) | Low utilization (engine 1.6 hrs/day < 5 expected),False
EQX1038,Crane,CUST05,S002,6,40,True,,High idle ratio (86% > 50% threshold) | Severe idle time (8.9 idle hrs/day) | Low utilization (engine 1.4 hrs/day < 5 expected),True
EQX1038,Crane,CUST08,S004,7,100,False,,,False
EQX1038,Crane,CUST09,,8,0,True,no_site|no_operator,No site assigned | No operator assigned | High idle ratio (97% > 50% threshold) | Severe idle time (9.8 idle hrs/day) | Low utilization (engine 0.3 hrs/day < 5 expected),True
EQX1038,Crane,CUST10,S006,9,60,False,,High idle ratio (95% > 50% threshold) | Low utilization (engine 0.3 hrs/day < 5 expected),False
EQX1038,Crane,CUST17,S006,10,60,False,,High idle ratio (63% > 50% threshold) | Low utilization (engine 1.9 hrs/day < 5 expected),False
EQX1038,Crane,CUST13,S001,11,60,False,,High idle ratio (62% > 50% threshold) | Low utilization (engine 1.9 hrs/day < 5 expected),False
EQX1038,Crane,CUST18,S002,12,100,False,,,False
EQX1038,Crane,CUST11,S004,13,60,False,,High idle ratio (87% > 50% threshold) | Low utilization (engine 0.8 hrs/day < 5 expected),False
EQX1039,Grader,CUST15,S006,1,0,True,still_checked_out|unpaid_penalty,"Not returned - still checked out (expected 2025-01-22, 343d overdue) | Penalty charged and unpaid | High idle ratio (81% > 55% threshold) | Low utilization (engine 1.2 hrs/day < 6 expected)",True
EQX1039,Grader,CUST03,S006,2,100,False,,,False
EQX1039,Grader,CUST07,S002,3,100,False,,,False
EQX1039,Grader,CUST13,S005,4,100,False,,,False
EQX1039,Grader,CUST18,S002,5,100,False,,,False
EQX1039,Grader,CUST04,S001,6,100,False,,,False
EQX1039,Grader,CUST11,S005,7,60,False,,High idle ratio (88% > 55% threshold) | Low utilization (engine 0.7 hrs/day < 6 expected),False
EQX1039,Grader,CUST05,S004,8,60,False,,High idle ratio (77% > 55% threshold) | Low utilization (engine 1.4 hrs/day < 6 expected),False
EQX1040,Excavator,CUST03,S004,1,60,False,,High idle ratio (76% > 60% threshold) | Low utilization (engine 2.1 hrs/day < 8 expected),False
EQX1040,Excavator,CUST17,S003,2,60,False,,High idle ratio (88% > 60% threshold) | Low utilization (engine 1.1 hrs/day < 8 expected),False
EQX1040,Excavator,CUST10,S004,3,60,False,,High idle ratio (98% > 60% threshold) | Low utilization (engine 0.2 hrs/day < 8 expected),False
EQX1040,Excavator,CUST14,S004,4,60,False,,High idle ratio (85% > 60% threshold) | Low utilization (engine 1.2 hrs/day < 8 expected),False
EQX1040,Excavator,CUST16,S004,5,40,True,,High idle ratio (100% > 60% threshold) | Severe idle time (8.7 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 8 expected),False
EQX1040,Excavator,CUST03,S004,6,40,True,,High idle ratio (99% > 60% threshold) | Severe idle time (8.8 idle hrs/day) | Low utilization (engine 0.1 hrs/day < 8 expected),False
EQX1040,Excavator,CUST06,S004,7,60,False,,High idle ratio (68% > 60% threshold) | Low utilization (engine 2.7 hrs/day < 8 expected),False
EQX1040,Excavator,CUST15,S004,8,40,True,,High idle ratio (100% > 60% threshold) | Severe idle time (8.6 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 8 expected),False
EQX1040,Excavator,CUST04,S002,9,40,True,,High idle ratio (100% > 60% threshold) | Severe idle time (8.9 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 8 expected),False
EQX1040,Excavator,CUST07,S004,10,60,False,,High idle ratio (84% > 60% threshold) | Low utilization (engine 1.4 hrs/day < 8 expected),False
EQX1041,Grader,CUST17,S006,1,60,False,,High idle ratio (84% > 55% threshold) | Low utilization (engine 1.0 hrs/day < 6 expected),False
EQX1041,Grader,CUST01,S003,2,60,False,,High idle ratio (73% > 55% threshold) | Low utilization (engine 1.9 hrs/day < 6 expected),False
EQX1041,Grader,CUST11,S002,3,55,True,,High idle ratio (73% > 55% threshold) | Severe idle time (9.2 idle hrs/day),True
EQX1041,Grader,CUST06,S004,4,60,False,,High idle ratio (93% > 55% threshold) | Low utilization (engine 0.5 hrs/day < 6 expected),False
EQX1041,Grader,CUST13,S006,5,40,True,,High idle ratio (81% > 55% threshold) | Severe idle time (8.7 idle hrs/day) | Low utilization (engine 2.0 hrs/day < 6 expected),True
EQX1041,Grader,CUST09,S004,6,40,True,,High idle ratio (100% > 55% threshold) | Severe idle time (12.4 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 6 expected),True
EQX1041,Grader,CUST04,S006,7,60,False,,High idle ratio (88% > 55% threshold) | Low utilization (engine 0.8 hrs/day < 6 expected),False
EQX1041,Grader,CUST07,S005,8,60,False,,High idle ratio (83% > 55% threshold) | Low utilization (engine 1.1 hrs/day < 6 expected),False
EQX1042,Crane,CUST01,S005,1,60,False,,High idle ratio (71% > 50% threshold) | Low utilization (engine 1.6 hrs/day < 5 expected),False
EQX1042,Crane,CUST08,S003,2,0,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-04-09, 266d overdue) | Penalty charged | High idle ratio (73% > 50% threshold) | Low utilization (engine 2.3 hrs/day < 5 expected)",True
EQX1042,Crane,CUST15,S004,3,60,False,,High idle ratio (82% > 50% threshold) | Low utilization (engine 1.0 hrs/day < 5 expected),False
EQX1042,Crane,CUST01,S005,4,60,False,,High idle ratio (68% > 50% threshold) | Low utilization (engine 1.5 hrs/day < 5 expected),False
EQX1042,Crane,CUST03,S005,5,100,False,,,False
EQX1042,Crane,CUST12,S003,6,60,False,,High idle ratio (85% > 50% threshold) | Low utilization (engine 0.9 hrs/day < 5 expected),False
EQX1042,Crane,CUST01,S002,7,60,False,,High idle ratio (52% > 50% threshold) | Low utilization (engine 2.4 hrs/day < 5 expected),False
EQX1042,Crane,CUST12,S004,8,75,False,,High idle ratio (51% > 50% threshold),False
EQX1043,Grader,CUST08,S002,1,100,False,,,False
EQX1043,Grader,CUST14,S003,2,100,False,,,False
EQX1043,Grader,CUST17,S002,3,100,False,,,False
EQX1043,Grader,CUST06,S006,4,100,False,,,False
EQX1043,Grader,CUST04,S003,5,100,False,,,False
EQX1043,Grader,CUST01,S004,6,100,False,,,False
EQX1043,Grader,CUST15,S006,7,100,False,,,False
EQX1043,Grader,CUST17,S002,8,100,False,,,False
EQX1043,Grader,CUST12,S005,9,100,False,,,False
EQX1043,Grader,CUST18,S004,10,100,False,,,False
EQX1043,Grader,CUST04,S005,11,100,False,,,False
EQX1043,Grader,CUST04,S002,12,60,False,,High idle ratio (69% > 55% threshold) | Low utilization (engine 2.0 hrs/day < 6 expected),False
EQX1043,Grader,CUST06,S004,13,100,False,,,False
EQX1043,Grader,CUST01,S003,14,100,False,,,False
EQX1043,Grader,CUST18,S004,15,100,False,,,False
EQX1044,Excavator,CUST17,S001,1,60,False,,High idle ratio (64% > 60% threshold) | Low utilization (engine 3.9 hrs/day < 8 expected),True
EQX1044,Excavator,CUST15,S003,2,100,False,,,False
EQX1044,Excavator,CUST03,S002,3,40,True,,High idle ratio (96% > 60% threshold) | Severe idle time (9.0 idle hrs/day) | Low utilization (engine 0.4 hrs/day < 8 expected),True
EQX1044,Excavator,CUST07,S006,4,100,False,,,False
EQX1044,Excavator,CUST12,S001,5,100,False,,,False
EQX1044,Excavator,CUST05,S003,6,100,False,,,False
EQX1044,Excavator,CUST15,S001,7,100,False,,,False
EQX1044,Excavator,CUST16,S006,8,40,True,,High idle ratio (100% > 60% threshold) | Severe idle time (11.5 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 8 expected),True
EQX1044,Excavator,CUST13,S002,9,40,True,,High idle ratio (100% > 60% threshold) | Severe idle time (11.5 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 8 expected),True
EQX1044,Excavator,CUST07,S005,10,100,False,,,False
EQX1045,Grader,CUST17,S005,1,60,False,,High idle ratio (79% > 55% threshold) | Low utilization (engine 1.4 hrs/day < 6 expected),False
EQX1045,Grader,CUST16,S004,2,15,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-03-09, 297d overdue) | Penalty charged | High idle ratio (60% > 55% threshold)",True
EQX1045,Grader,CUST09,S001,3,60,False,,High idle ratio (100% > 55% threshold) | Low utilization (engine 0.0 hrs/day < 6 expected),False
EQX1045,Grader,CUST07,S003,4,60,False,,High idle ratio (99% > 55% threshold) | Low utilization (engine 0.1 hrs/day < 6 expected),True
EQX1045,Grader,CUST13,S001,5,60,False,,High idle ratio (98% > 55% threshold) | Low utilization (engine 0.1 hrs/day < 6 expected),False
EQX1045,Grader,CUST17,S004,6,60,False,,High idle ratio (75% > 55% threshold) | Low utilization (engine 1.5 hrs/day < 6 expected),False
EQX1045,Grader,CUST03,S005,7,15,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-09-01, 121d overdue) | Penalty charged | High idle ratio (61% > 55% threshold)",True
EQX1045,Grader,CUST04,S001,8,40,True,,High idle ratio (100% > 55% threshold) | Severe idle time (12.6 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 6 expected),True
EQX1046,Bulldozer,CUST01,S002,1,100,False,,,False
EQX1046,Bulldozer,CUST09,S003,2,100,False,,,False
EQX1046,Bulldozer,CUST08,S001,3,100,False,,,False
EQX1046,Bulldozer,CUST15,S002,4,100,False,,,False
EQX1046,Bulldozer,CUST03,S005,5,100,False,,,False
EQX1046,Bulldozer,CUST02,S006,6,100,False,,,False
EQX1046,Bulldozer,CUST17,S005,7,100,False,,,False
EQX1046,Bulldozer,CUST11,S006,8,85,False,,Low utilization (engine 3.4 hrs/day < 8 expected),False
EQX1046,Bulldozer,CUST12,S003,9,100,False,,,False
EQX1046,Bulldozer,CUST08,S003,10,100,False,,,False
EQX1046,Bulldozer,CUST06,S002,11,100,False,,,False
EQX1046,Bulldozer,CUST02,S004,12,75,False,,High idle ratio (60% > 60% threshold),True
EQX1047,Grader,CUST08,S006,1,100,False,,,False
EQX1047,Grader,CUST11,S002,2,60,False,,High idle ratio (57% > 55% threshold) | Low utilization (engine 2.7 hrs/day < 6 expected),False
EQX1047,Grader,CUST16,S003,3,100,False,,,False
EQX1047,Grader,CUST18,,4,15,True,no_site|no_operator,No site assigned | No operator assigned | High idle ratio (73% > 55% threshold) | Severe idle time (9.4 idle hrs/day),True
EQX1047,Grader,CUST08,S005,5,60,False,,High idle ratio (57% > 55% threshold) | Low utilization (engine 2.5 hrs/day < 6 expected),False
EQX1047,Grader,CUST02,S002,6,60,False,,High idle ratio (63% > 55% threshold) | Low utilization (engine 2.5 hrs/day < 6 expected),False
EQX1047,Grader,CUST03,S005,7,85,False,,Low utilization (engine 2.7 hrs/day < 6 expected),False
EQX1047,Grader,CUST07,S002,8,100,False,,,False
EQX1047,Grader,CUST02,S001,9,100,False,,,False
EQX1047,Grader,CUST18,S001,10,0,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-12-25, 6d overdue) | Penalty charged | High idle ratio (63% > 55% threshold) | Low utilization (engine 2.0 hrs/day < 6 expected)",True
EQX1048,Crane,CUST05,S003,1,100,False,,,False
EQX1048,Crane,CUST18,S002,2,100,False,,,False
EQX1048,Crane,CUST14,S001,3,100,False,,,False
EQX1048,Crane,CUST15,S003,4,100,False,,,False
EQX1048,Crane,CUST09,S002,5,100,False,,,False
EQX1048,Crane,CUST12,S002,6,60,False,,High idle ratio (86% > 50% threshold) | Low utilization (engine 1.3 hrs/day < 5 expected),True
EQX1048,Crane,CUST16,S004,7,0,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-09-01, 121d overdue) | Penalty charged | High idle ratio (83% > 50% threshold) | Low utilization (engine 1.5 hrs/day < 5 expected)",True
EQX1048,Crane,CUST07,S004,8,60,False,,High idle ratio (65% > 50% threshold) | Low utilization (engine 1.8 hrs/day < 5 expected),False
EQX1048,Crane,CUST02,S002,9,100,False,,,False
EQX1048,Crane,CUST18,S006,10,100,False,,,False
EQX1048,Crane,CUST04,S005,11,100,False,,,False
EQX1049,Excavator,CUST01,S005,1,60,False,,High idle ratio (72% > 60% threshold) | Low utilization (engine 2.5 hrs/day < 8 expected),False
EQX1049,Excavator,CUST17,S001,2,60,False,,High idle ratio (69% > 60% threshold) | Low utilization (engine 2.7 hrs/day < 8 expected),False
EQX1049,Excavator,CUST14,,3,20,True,no_site|no_operator,No site assigned | No operator assigned | High idle ratio (75% > 60% threshold) | Low utilization (engine 2.1 hrs/day < 8 expected),True
EQX1049,Excavator,CUST05,S003,4,0,True,still_checked_out|unpaid_penalty,"Not returned - still checked out (expected 2025-07-05, 179d overdue) | Penalty charged and unpaid | High idle ratio (76% > 60% threshold) | Low utilization (engine 1.8 hrs/day < 8 expected)",True
EQX1049,Excavator,CUST09,S004,5,60,False,,High idle ratio (77% > 60% threshold) | Low utilization (engine 2.0 hrs/day < 8 expected),False
EQX1049,Excavator,CUST10,S005,6,60,False,,High idle ratio (85% > 60% threshold) | Low utilization (engine 1.3 hrs/day < 8 expected),False
EQX1049,Excavator,CUST15,S003,7,60,False,,High idle ratio (70% > 60% threshold) | Low utilization (engine 2.5 hrs/day < 8 expected),False
EQX1050,Excavator,CUST03,S002,1,60,False,,High idle ratio (76% > 60% threshold) | Low utilization (engine 2.0 hrs/day < 8 expected),False
EQX1050,Excavator,CUST04,S005,2,60,False,,High idle ratio (75% > 60% threshold) | Low utilization (engine 2.3 hrs/day < 8 expected),False
EQX1050,Excavator,CUST10,S006,3,100,False,,,False
EQX1050,Excavator,CUST14,S001,4,60,False,,High idle ratio (99% > 60% threshold) | Low utilization (engine 0.1 hrs/day < 8 expected),False
EQX1050,Excavator,CUST12,S006,5,60,False,,High idle ratio (99% > 60% threshold) | Low utilization (engine 0.1 hrs/day < 8 expected),False
EQX1050,Excavator,CUST02,S002,6,60,False,,High idle ratio (72% > 60% threshold) | Low utilization (engine 2.2 hrs/day < 8 expected),False
EQX1050,Excavator,CUST14,S003,7,60,False,,High idle ratio (86% > 60% threshold) | Low utilization (engine 1.2 hrs/day < 8 expected),False
EQX1050,Excavator,CUST18,S004,8,60,False,,High idle ratio (80% > 60% threshold) | Low utilization (engine 1.7 hrs/day < 8 expected),False
